codigo_ocorrencia,classification,type,category_type,icao_type,latitude,longitude,city,state,aerodrome,date,hour_of_incident,status,report_number,aircraft_involved,rwy_excursion
200801113602556,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-11.0583,-49.2222,LAGOA DA CONFUSÃO,TO,****,2008-01-11,1900-01-01 21:30:00,FINALIZADA,A-009/CENIPA/2010,1,0
201602261047465,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-10.7692,-49.6622,LAGOA DA CONFUSÃO,TO,****,2016-02-05,1900-01-01 10:30:00,FINALIZADA,A-030/CENIPA/2016,1,0
201602261214289,SERIOUS INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-10.4933,-49.6964,LAGOA DA CONFUSÃO,TO,****,2016-02-19,1900-01-01 10:30:00,FINALIZADA,IG-039/CENIPA/2016,1,1
201509307063098,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-17.8178,-51.7742,JATAÍ,GO,SWJW,2015-09-30,1900-01-01 17:34:00,FINALIZADA,IG-132/CENIPA/2015,1,0
201305038658699,ACCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-17.9456,-51.7933,JATAÍ,GO,****,2013-05-03,1900-01-01 14:37:00,FINALIZADA,A-089/CENIPA/2013,1,0
200905061843435,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-17.3678,-51.7739,JATAÍ,GO,****,2009-05-06,1900-01-01 12:45:00,ATIVA,A-511/CENIPA/2018,1,0
201109187976421,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-17.7925,-51.7678,JATAÍ,GO,****,2011-09-18,1900-01-01 23:30:00,FINALIZADA,ENCERRADA NO RAI,1,0
201104198900586,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-17.83,-51.7753,JATAÍ,GO,SWJW,2011-04-19,1900-01-01 20:00:00,FINALIZADA,IG-588/CENIPA/2014,1,1
201405095917682,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-17.83,-51.7753,JATAÍ,GO,SWJW,2014-05-09,1900-01-01 13:30:00,FINALIZADA,IG-095/CENIPA/2014,1,0
201611061843546,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-17.83,-51.7753,JATAÍ,GO,SWJW,2016-10-28,1900-01-01 18:00:00,ATIVA,A-142/CENIPA/2016,1,0
201101063019463,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-20.7187,-48.5397,COLINA,SP,****,2011-01-06,1900-01-01 11:30:00,FINALIZADA,***,1,0
201201232173395,ACCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-8.2775,-45.9561,TASSO FRAGOSO,MA,****,2012-01-23,1900-01-01 09:33:00,FINALIZADA,A-059/CENIPA/2013,1,0
201607282156156,INCIDENT,OUTROS,OUTROS,OTHR,-5.7689,-35.3664,SÃO GONÇALO DO AMARANTE,RN,SBSG,2016-07-28,1900-01-01 17:02:00,FINALIZADA,***,1,0
201802271936009,ACCIDENT,POUSO ANTES DA PISTA,POUSO AQUÉM/ALÉM DA PISTA,USOS,-29.5733,-54.3467,MATA,RS,****,2018-02-01,1900-01-01 18:10:00,ATIVA,A-019/CENIPA/2018,1,0
201706271935556,ACCIDENT,OUTROS,OUTROS,OTHR,-15.8464,-50.7844,JUSSARA,GO,****,2017-06-25,1900-01-01 13:00:00,FINALIZADA,A-088/CENIPA/2017,1,0
201602290203223,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-8.0467,-39.1339,SALGUEIRO,PE,SNSG,2016-02-25,1900-01-01 12:25:00,FINALIZADA,***,1,0
201110306660879,SERIOUS INCIDENT,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-5.1007,-42.8337,TIMON,MA,SNDR,2011-10-30,1900-01-01 18:49:00,ATIVA,A DEFINIR,1,0
201807231356081,ACCIDENT,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.1911,-42.8778,TIMON,MA,****,2018-07-20,1900-01-01 12:30:00,ATIVA,A-120/CENIPA/2018,1,0
200909232508451,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.619,-48.7465,LEOPOLDO DE BULHÕES,GO,****,2009-09-24,1900-01-01 00:10:00,ATIVA,A-508/CENIPA/2018,1,0
201503157579015,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-7.7181,-37.9269,PRINCESA ISABEL,PB,****,2015-03-15,1900-01-01 18:30:00,FINALIZADA,A-039/CENIPA/2015,1,0
201110213145023,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.7194,-51.4894,MONTENEGRO,RS,SSNG,2011-10-21,1900-01-01 20:55:00,ATIVA,A-515/CENIPA/2018,1,1
201506273706852,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-29.7236,-51.4803,MONTENEGRO,RS,SSNG,2015-06-27,1900-01-01 18:30:00,FINALIZADA,***,1,0
201803231237208,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-29.6881,-51.4613,MONTENEGRO,RS,****,2018-01-31,1900-01-01 13:30:00,FINALIZADA,***,1,0
200812082271180,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.7194,-51.4894,MONTENEGRO,RS,****,2008-12-08,1900-01-01 13:15:00,FINALIZADA,A-535/CENIPA/2016,1,1
200807132916368,INCIDENT,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-29.6881,-51.4613,MONTENEGRO,RS,****,2008-07-13,1900-01-01 18:20:00,FINALIZADA,***,1,0
201711061312157,SERIOUS INCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-31.2436,-51.0275,MOSTARDAS,RS,****,2017-11-02,1900-01-01 19:30:00,FINALIZADA,***,1,0
201101179132530,ACCIDENT,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-30.5381,-50.6703,MOSTARDAS,RS,****,2011-01-17,1900-01-01 16:00:00,FINALIZADA,A-088/CENIPA/2011,1,0
201501282600017,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-30.9911,-50.91,MOSTARDAS,RS,****,2015-01-28,1900-01-01 10:30:00,FINALIZADA,A-013/CENIPA/2015,1,0
201405027585255,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.2608,-47.9744,LUZIÂNIA,GO,SWUZ,2014-05-02,1900-01-01 19:00:00,ATIVA,A-090/CENIPA/2014,1,0
201211057786801,ACCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-16.2585,-47.9557,LUZIÂNIA,GO,SWUZ,2012-11-05,1900-01-01 11:55:00,FINALIZADA,ENCERRADA NO RAI,1,1
201110164722888,SERIOUS INCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-16.3622,-48.0861,LUZIÂNIA,GO,****,2011-10-16,1900-01-01 13:50:00,FINALIZADA,IG-541/CENIPA/2017,1,0
201308153708053,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.2622,-47.965,LUZIÂNIA,GO,SWUZ,2013-08-15,1900-01-01 11:00:00,FINALIZADA,A-146/CENIPA/2013,1,1
201003212752022,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.2585,-47.9557,LUZIÂNIA,GO,****,2010-03-21,1900-01-01 20:45:00,FINALIZADA,A-068/CENIPA/2011,1,0
201304077895498,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.2585,-47.9557,LUZIÂNIA,GO,SWUZ,2013-04-07,1900-01-01 16:50:00,FINALIZADA,A-064/CENIPA/2013,1,0
201707142137415,INCIDENT,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-16.2611,-47.9742,LUZIÂNIA,GO,SWUZ,2017-07-01,1900-01-01 20:30:00,FINALIZADA,***,2,0
201111197406539,INCIDENT,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-16.2585,-47.9557,LUZIÂNIA,GO,SWUZ,2011-11-19,1900-01-01 17:00:00,FINALIZADA,***,1,0
201708142001521,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.2606,-47.9739,LUZIÂNIA,GO,SWUZ,2017-08-12,1900-01-01 20:30:00,ATIVA,A-103/CENIPA/2017,1,0
201501105441550,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.2553,-47.9578,LUZIÂNIA,GO,****,2015-01-10,1900-01-01 21:04:00,FINALIZADA,A-005/CENIPA/2015,1,0
201705031412107,INCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-16.2617,-47.9672,LUZIÂNIA,GO,SWUZ,2016-12-28,1900-01-01 17:00:00,FINALIZADA,***,1,0
201004085476075,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.2585,-47.9557,LUZIÂNIA,GO,****,2010-04-08,1900-01-01 20:00:00,FINALIZADA,***,1,0
201301028182308,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.2585,-47.9557,LUZIÂNIA,GO,****,2013-01-02,1900-01-01 20:50:00,FINALIZADA,***,1,0
201308069311705,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-23.2573,-50.9741,JATAIZINHO,PR,****,2013-08-06,1900-01-01 20:29:00,FINALIZADA,***,1,0
200905028075984,INCIDENT,OUTROS,OUTROS,OTHR,-20.6147,-46.0545,CAPITÓLIO,MG,****,2009-05-02,1900-01-01 15:20:00,FINALIZADA,***,1,0
201701261458389,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-20.6544,-46.2156,CAPITÓLIO,MG,****,2017-01-22,1900-01-01 18:00:00,ATIVA,A-015/CENIPA/2017,1,0
201304193575479,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-22.6458,-47.1968,COSMÓPOLIS,SP,****,2013-04-19,1900-01-01 20:50:00,FINALIZADA,***,1,0
201012293904444,ACCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-22.7097,-47.0828,COSMÓPOLIS,SP,****,2010-12-29,1900-01-01 12:00:00,FINALIZADA,A-521/CENIPA/2014,1,0
200901092668885,ACCIDENT,POUSO LONGO,EXCURSÃO DE PISTA,RE,-13.9922,-49.7631,MARA ROSA,GO,****,2009-01-09,1900-01-01 11:00:00,FINALIZADA,A-050/CENIPA/2009,1,1
201707282022328,ACCIDENT,POUSO LONGO,EXCURSÃO DE PISTA,RE,-23.6197,-46.9836,COTIA,SP,SDNI,2017-07-27,1900-01-01 18:43:00,ATIVA,A-097/CENIPA/2017,1,1
201109174195583,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.6035,-46.9318,COTIA,SP,****,2011-09-17,1900-01-01 16:00:00,FINALIZADA,***,1,0
201702202204184,INCIDENT,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-25.7651,-49.7186,LAPA,PR,****,2017-02-18,1900-01-01 10:30:00,FINALIZADA,***,1,0
201807051231508,INCIDENT,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-28.7839,-51.609,NOVA PRATA,RS,****,2018-06-28,1900-01-01 19:00:00,FINALIZADA,***,1,0
201404092705815,SERIOUS INCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-9.5292,-48.78,MIRANORTE,TO,****,2014-04-09,1900-01-01 17:30:00,FINALIZADA,IG-072/CENIPA/2014,1,0
201402256016748,ACCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-28.0967,-53.7722,NOVA RAMADA,RS,****,2014-02-25,1900-01-01 20:12:00,FINALIZADA,A-042/CENIPA/2014,1,0
201711231259075,INCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-19.7253,-42.1111,CARATINGA,MG,SNCT,2017-11-20,1900-01-01 18:30:00,FINALIZADA,***,1,0
201805181631235,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-19.7253,-42.1111,CARATINGA,MG,SNCT,2018-05-17,1900-01-01 11:40:00,FINALIZADA,***,1,0
201306232101237,INCIDENT,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-29.6863,-51.1286,NOVO HAMBURGO,RS,SSNH,2013-06-23,1900-01-01 19:15:00,FINALIZADA,***,2,0
201110221432277,SERIOUS INCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-27.6389,-54.3411,NOVO HAMBURGO,RS,SSNH,2011-10-22,1900-01-01 16:30:00,ATIVA,IG-553/CENIPA/2018,1,0
201106192904082,SERIOUS INCIDENT,POUSO LONGO,EXCURSÃO DE PISTA,RE,-29.6863,-51.1286,NOVO HAMBURGO,RS,SSNH,2011-06-19,1900-01-01 13:00:00,ATIVA,IG-521/CENIPA/2018,1,1
201702232245117,ACCIDENT,COM COMANDOS DE VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-29.7119,-51.0839,NOVO HAMBURGO,RS,SSNH,2017-02-22,1900-01-01 19:20:00,FINALIZADA,***,1,0
201506138956344,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.6939,-51.0808,NOVO HAMBURGO,RS,SSNH,2015-06-13,1900-01-01 16:30:00,FINALIZADA,A-087/CENIPA/2015,1,0
201709211208282,ACCIDENT,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,-29.7025,-51.0825,NOVO HAMBURGO,RS,SSNH,2017-09-20,1900-01-01 14:15:00,FINALIZADA,A-117/CENIPA/2017,1,1
200805158106439,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-29.6961,-51.0817,NOVO HAMBURGO,RS,SSNH,2008-05-15,1900-01-01 20:15:00,ATIVA,A-537/CENIPA/2016,1,0
201308213691744,ACCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-27.1664,-48.6225,PORTO BELO,SC,SDEN,2013-08-21,1900-01-01 14:45:00,FINALIZADA,A-150/CENIPA/2013,1,0
201502224889267,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-27.1633,-48.6253,PORTO BELO,SC,SDEN,2015-02-22,1900-01-01 17:30:00,FINALIZADA,A-026/CENIPA/2015,1,0
201512311611188,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-27.1664,-48.6225,PORTO BELO,SC,SDEN,2015-12-31,1900-01-01 14:00:00,FINALIZADA,A-501/CENIPA/2018,1,1
201508231649217,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-27.1664,-48.6225,PORTO BELO,SC,SDEN,2015-08-23,1900-01-01 20:20:00,FINALIZADA,***,1,0
201301316618401,ACCIDENT,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-29.1664,-48.6225,PORTO BELO,SC,****,2013-01-31,1900-01-01 11:07:00,FINALIZADA,A-023/CENIPA/2013,1,0
200912042794415,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.9539,-53.0728,LOANDA,PR,****,2009-12-04,1900-01-01 18:00:00,FINALIZADA,A-065/CENIPA/2011,1,0
200902073910832,INCIDENT,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,OUTROS,OTHR,-29.8927,-50.2668,OSÓRIO,RS,SSOS,2009-02-07,1900-01-01 20:45:00,FINALIZADA,***,1,0
201808062049138,SERIOUS INCIDENT,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,-29.9022,-50.2506,OSÓRIO,RS,SSOS,2018-08-04,1900-01-01 19:15:00,FINALIZADA,***,2,0
201803051435235,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-29.91,-50.2525,OSÓRIO,RS,****,2018-03-04,1900-01-01 14:43:00,ATIVA,A-039/CENIPA/2018,1,0
200801219920964,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-29.8833,-50.2667,OSÓRIO,RS,****,2008-01-21,1900-01-01 13:15:00,FINALIZADA,A-014/CENIPA/2010,1,0
201601261607036,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-29.9025,-50.2617,OSÓRIO,RS,SSOS,2016-01-20,1900-01-01 12:00:00,FINALIZADA,A-015/CENIPA/2016,1,0
201207099102541,INCIDENT,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-29.8927,-50.2668,OSÓRIO,RS,SSOS,2012-07-09,1900-01-01 12:00:00,FINALIZADA,***,1,0
201206263191882,INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.8927,-50.2668,OSÓRIO,RS,SSOS,2012-06-26,1900-01-01 17:00:00,FINALIZADA,***,1,0
201701191835466,ACCIDENT,DESORIENTAÇÃO ESPACIAL,MÉDICO,MED,-10.7339,-48.145,MONTE DO CARMO,TO,****,2017-01-17,1900-01-01 10:00:00,ATIVA,A-012/CENIPA/2017,1,0
201808241715384,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-23.1642,-44.9753,CUNHA,SP,****,2018-08-24,1900-01-01 14:57:00,ATIVA,A DEFINIR,1,0
201501307873099,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2015-01-30,1900-01-01 19:20:00,FINALIZADA,***,1,0
200805029668770,ACCIDENT,OUTROS,OUTROS,OTHR,-14.7933,-39.0432,ILHÉUS,BA,****,2008-05-02,1900-01-01 20:45:00,FINALIZADA,A-046/CENIPA/2009,1,0
201203109621363,INCIDENT,INDETERMINADO,INDETERMINADO,UNK,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2012-03-10,1900-01-01 12:30:00,FINALIZADA,***,1,0
201502039639312,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2015-02-03,1900-01-01 14:55:00,FINALIZADA,***,1,0
201005103135142,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-14.7933,-39.0432,ILHÉUS,BA,****,2010-05-10,1900-01-01 23:55:00,FINALIZADA,***,1,0
201508063791457,INCIDENT,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-14.815,-39.0333,ILHÉUS,BA,SBIL,2015-08-06,1900-01-01 18:30:00,FINALIZADA,***,1,0
201310274902463,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-14.815,-39.0333,ILHÉUS,BA,SBIL,2013-10-27,1900-01-01 19:46:00,FINALIZADA,A-193/CENIPA/2013,1,0
201107143196058,ACCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-14.815,-39.0333,ILHÉUS,BA,SBIL,2011-07-14,1900-01-01 00:35:00,FINALIZADA,A-116/CENIPA/2012,1,1
201206051753096,INCIDENT,OUTROS,OUTROS,OTHR,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2012-06-05,1900-01-01 18:34:00,FINALIZADA,***,1,0
201310011921102,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-14.7933,-39.0432,ILHÉUS,BA,****,2013-10-01,1900-01-01 19:47:00,FINALIZADA,***,1,0
201307235870050,INCIDENT,OUTROS,OUTROS,OTHR,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2013-07-23,1900-01-01 22:10:00,FINALIZADA,***,1,0
201302121099215,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-14.7933,-39.0432,ILHÉUS,BA,SBIL,2013-02-12,1900-01-01 17:36:00,FINALIZADA,***,1,0
201503221176885,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.2428,-51.0744,PORTO UNIÃO,SC,****,2015-03-22,1900-01-01 13:44:00,FINALIZADA,***,1,0
201802281714531,ACCIDENT,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,-26.2675,-51.0258,PORTO UNIÃO,SC,****,2018-02-17,1900-01-01 18:30:00,FINALIZADA,***,1,0
201001283874066,SERIOUS INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.2564,-50.9964,PORTO UNIÃO,SC,****,2010-01-28,1900-01-01 10:30:00,FINALIZADA,IG-509/CENIPA/2017,1,0
201701051338225,ACCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-30.4747,-50.635,PALMARES DO SUL,RS,****,2017-01-03,1900-01-01 13:00:00,FINALIZADA,A-001/CENIPA/2017,1,0
201808021419219,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-23.3303,-51.1367,LONDRINA,PR,SBLO,2018-07-27,1900-01-01 11:00:00,FINALIZADA,***,1,0
201611091637129,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-23.2142,-51.1858,LONDRINA,PR,****,2016-11-01,1900-01-01 14:51:00,FINALIZADA,***,1,0
200912134956149,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-23.3122,-51.1628,LONDRINA,PR,SBLO,2009-12-13,1900-01-01 22:30:00,FINALIZADA,***,1,0
201412304964548,INCIDENT,OUTROS,OUTROS,OTHR,-23.3122,-51.1628,LONDRINA,PR,****,2014-12-30,1900-01-01 19:54:00,FINALIZADA,***,1,0
201602121542069,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.3322,-51.1333,LONDRINA,PR,SBLO,2016-01-24,1900-01-01 15:40:00,FINALIZADA,IG-022/CENIPA/2016,1,1
201310118984107,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-23.3122,-51.1628,LONDRINA,PR,****,2013-10-11,1900-01-01 22:05:00,FINALIZADA,***,1,0
201106112921522,INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.3122,-51.1628,LONDRINA,PR,****,2011-06-11,1900-01-01 11:30:00,FINALIZADA,***,1,1
201608151227444,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-23.3303,-51.1367,LONDRINA,PR,SBLO,2016-08-12,1900-01-01 14:30:00,FINALIZADA,***,1,0
201004201767852,INCIDENT,OUTROS,OUTROS,OTHR,-23.3122,-51.1628,LONDRINA,PR,****,2010-04-20,1900-01-01 16:11:00,FINALIZADA,***,1,0
201107117695517,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.3122,-51.1628,LONDRINA,PR,****,2011-07-11,1900-01-01 18:30:00,FINALIZADA,IG-550/CENIPA/2017,1,1
201103308491470,INCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-23.3122,-51.1628,LONDRINA,PR,SBLO,2011-03-30,1900-01-01 09:35:00,FINALIZADA,***,1,0
201710271219289,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-23.3303,-51.1367,LONDRINA,PR,SBLO,2017-10-24,1900-01-01 19:24:00,FINALIZADA,***,1,0
200901214932865,INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.3122,-51.1628,LONDRINA,PR,SBLO,2009-01-21,1900-01-01 21:00:00,FINALIZADA,***,1,0
201111271394240,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.3317,-51.1367,LONDRINA,PR,SBLO,2011-11-27,1900-01-01 12:00:00,FINALIZADA,A-501/CENIPA/2016 ,1,0
201301199381047,INCIDENT,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-23.3122,-51.1628,LONDRINA,PR,SBLO,2013-01-19,1900-01-01 14:31:00,FINALIZADA,***,1,0
